Polarity,Time(min),mz,Area,Identification,mz Identification,MS/MS Sampled,Identified Lipid Feature,Redundant ID
+,17.497,468.30789,299154.8143,,,false,false,,
+,17.498,850.78638,5.387916709E7,TG 50:1,,true,true,false,
+,17.499,920.86792,871976.9976,,,false,false,,
+,17.499,933.86835,288879.7598,,,false,false,,
+,17.499,806.76001,121053.7899,,,false,false,,
+,17.5,1158.88037,506929.5977,,,false,false,,
-,17.501,1134.88452,2861613.062,,,true,false,,
-,17.502,1374.87415,26061.38677,,,false,false,,
-,17.503,1193.854,42384.48847,,,false,false,,
+,17.504,551.50342,1191476.3,,,true,false,,
-,17.505,1232.86121,73108.95558,,,false,false,,
-,17.505,1462.89722,10367.2279,,,false,false,,
+,17.505,891.82068,3031761.585,,,true,false,,
-,17.506,1216.88745,494798.5019,,,true,false,,
-,17.506,1380.89417,51642.29488,,,false,false,,
-,17.506,882.83081,17337.02519,,,false,false,,
-,17.506,1275.84644,7980.718256,,,false,false,,
+,17.506,855.74127,9172406.625,TG 16:0_16:0_18:1,,true,true,true,
+,17.506,871.71533,4279209.518,,,true,false,,
-,17.508,1292.8717,45611.68854,,,false,false,,
-,17.508,1194.83997,35365.67276,,,false,false,,
+,17.508,892.81445,1520608.564,,,true,false,,
-,17.509,1314.86121,31831.84609,,,false,false,,
-,17.509,1310.84192,17094.55086,,,false,false,,
+,17.509,937.76263,226870.7614,,,false,false,,
-,17.51,1314.07825,4553.216753,,,false,false,,
+,17.511,936.75079,85051.46952,,,false,false,,
-,17.512,1260.0249,9880.49055,,,false,false,,
-,17.513,1298.8894,133575.9895,,,true,false,,
-,17.516,1456.87439,7981.104723,,,false,false,,
-,17.52,1396.86328,12674.46336,,,false,false,,
+,17.523,992.86188,421831.5949,,,false,false,,
+,17.527,824.77087,6266786.552,TG 48:0,,true,true,false,
+,17.528,913.69995,44714.59761,,,false,false,,
+,17.532,845.6991,418243.0663,,,false,false,,
+,17.534,523.47186,46935.51447,,,false,false,,
+,17.537,829.72607,989555.9573,TG 16:0_16:0_16:0,,true,true,true,
+,17.537,968.86462,255281.5796,,,false,false,,
+,17.538,795.86572,186762.4568,,,false,false,,
+,17.538,867.77527,105414.7713,,,false,false,,
+,17.541,894.84973,50921.98457,,,false,false,,
-,17.544,1288.05603,32750.16818,,,false,false,,
+,17.544,889.76154,550658.631,,,false,false,,
+,17.544,611.53912,64474.32581,,,false,false,,
+,17.545,664.73309,7745250.021,,,true,false,,
-,17.546,1500.10339,8651.981738,,,false,false,,
+,17.548,884.8064,1889578.03,Alkenyl-TG P-54:4,,true,false,false,
-,17.549,950.87012,175623.3391,,,false,false,,
-,17.549,953.87463,166775.3221,,,true,false,,
+,17.55,925.8302,127682.7136,,,false,false,,
-,17.551,952.87103,344258.8064,,,true,false,,
+,17.553,986.85486,92375.37613,,,false,false,,
-,17.554,1288.84656,58092.142,,,false,false,,
-,17.555,1452.85132,10455.54023,,,false,false,,
+,17.555,524.2749,92502.77253,,,false,false,,
+,17.556,629.55115,194454.1487,,,false,false,,
+,17.559,502.29239,3194203.652,LysoPE 20:4,,true,true,false,
+,17.559,361.27301,622018.9054,,,false,false,,
-,17.56,844.77777,73195.13436,,,false,false,,
-,17.561,1182.79993,12239.93949,,,false,false,,
+,17.561,686.71637,123209.0514,,,false,false,,
-,17.563,1370.85376,29559.82412,,,false,false,,
+,17.564,781.84723,27644.59558,,,false,false,,
-,17.565,1430.86694,27540.51864,,,false,false,,
+,17.565,1148.83118,130368.3364,,,false,false,,
-,17.566,1108.86853,5834133.83,,,true,false,,
-,17.567,1190.87134,1057743.781,,,true,false,,
-,17.567,944.86615,51883.45006,,,false,false,,
-,17.567,1330.83057,15046.08847,,,false,false,,
+,17.568,920.82648,45267.88074,,,false,false,,
-,17.569,1272.87463,279407.0631,,,true,false,,
-,17.569,1166.82446,133195.84,,,true,false,,
-,17.569,1206.84534,126760.5736,,,true,false,,
-,17.57,1348.86536,57448.9117,,,false,false,,
+,17.57,724.52728,3525648.023,PE O-36:4,,true,true,false,
-,17.571,1266.85767,107715.7722,,,true,false,,
-,17.571,866.83472,22414.79974,,,false,false,,
-,17.571,1448.83472,5525.374298,,,false,false,,
-,17.573,1512.87134,9876.954768,,,false,false,,
-,17.574,1284.82678,32482.73477,,,false,false,,
+,17.574,1132.86328,947240.1276,,,false,false,,
-,17.575,916.83417,55813.42642,,,false,false,,
-,17.575,1372.84546,9676.157856,,,false,false,,
+,17.575,1154.84717,198049.7828,,,false,false,,
-,17.576,1315.0144,23313.29715,,,false,false,,
+,17.578,746.50909,80032.53819,,,false,false,,
-,17.579,1436.87927,30658.53803,,,false,false,,
-,17.58,1186.93445,120868.8188,,,false,false,,
-,17.58,1146.88428,77826.84416,,,false,false,,
-,17.58,1248.82764,31084.60157,,,false,false,,
+,17.581,893.75836,53490.0334,,,false,false,,
-,17.582,902.80957,30255.32901,,,false,false,,
+,17.582,628.60266,433123.8293,Cer[NS] d42:3,,false,false,false,
-,17.583,1354.87585,99027.84876,,,true,false,,
-,17.583,856.81427,21849.68181,,,false,false,,
+,17.584,585.52502,42629.63388,,,false,false,,
-,17.585,926.85577,879705.491,,,true,false,,
-,17.586,1366.83118,17983.66386,,,false,false,,
-,17.587,986.64465,7849.951757,,,false,false,,
+,17.59,868.84912,44781.12056,,,false,false,,
+,17.592,987.77399,57654.91988,,,false,false,,
-,17.594,1268.93408,13190.98856,,,false,false,,
+,17.594,971.80347,60550.62829,,,false,false,,
+,17.594,542.32281,36585.83582,,,false,false,,
+,17.595,520.33966,171344.4709,,,false,false,,
-,17.596,1474.0957,41347.33602,,,false,false,,
+,17.596,1035.83508,54890.14868,,,false,false,,
+,17.597,1124.89783,66216.47944,,,false,false,,
-,17.6,1518.88147,9519.474105,,,false,false,,
+,17.602,858.79156,655344.9575,,,true,false,,
+,17.605,863.74719,234053.9962,,,false,false,,
+,17.607,879.7218,92508.88512,,,false,false,,
-,17.608,848.80939,40688.78322,,,false,false,,
-,17.61,820.73499,8336.689949,,,false,false,,
+,17.61,1025.79358,88812.83664,,,false,false,,
+,17.611,1051.8075,33989.98676,,,false,false,,
+,17.615,546.52515,46919.6363,,,false,false,,
+,17.616,1045.89355,59455.61765,,,false,false,,
+,17.62,937.84161,329908.9612,,,false,false,,
+,17.622,579.53497,202113.148,,,false,false,,
-,17.623,876.79633,4846.031162,,,false,false,,
+,17.623,520.50891,516377.7496,Cer[NS] d34:1,,false,false,false,
-,17.626,794.72028,19755.86833,,,false,false,,
+,17.626,494.32422,931775.8655,,,false,false,,
+,17.626,554.32434,81333.92423,,,false,false,,
+,17.627,1013.79169,14175.59718,,,false,false,,
+,17.629,578.66003,897333.6356,,,true,false,,
+,17.629,836.77087,24841.2436,,,false,false,,
-,17.63,818.76196,106145.3179,,,true,false,,
+,17.63,762.54645,23039.56793,,,false,false,,
-,17.631,1242.91687,93646.97276,,,false,false,,
+,17.633,941.79175,197184.9769,,,false,false,,
+,17.633,1102.91284,153488.9218,,,false,false,,
+,17.636,965.79639,48307.04488,,,false,false,,
+,17.637,1128.92566,26915.41361,,,false,false,,
+,17.64,936.83936,395902.1044,,,false,false,,
+,17.645,966.79645,42573.38901,,,false,false,,
+,17.645,981.7735,37773.38289,,,false,false,,
+,17.646,837.73029,63180.27196,,,false,false,,
-,17.648,1289.00134,4532.2535,,,false,false,,
+,17.649,810.75824,23253.39458,,,false,false,,
+,17.652,822.75049,25701.37284,,,false,false,,
-,17.655,840.81793,6318.42747,,,false,false,,
-,17.657,900.84052,388443.2558,,,true,false,,
+,17.659,552.60797,210380.3772,,,false,false,,
+,17.66,602.58722,180099.3169,Cer[NS] d40:2,,false,false,false,
+,17.664,538.59198,376442.0949,,,false,false,,
+,17.668,300.32602,166056.0935,,,false,false,,
+,17.668,634.68616,153394.5869,,,false,false,,
+,17.672,933.78839,2813881.786,TG 56:4,,true,true,true,
+,17.673,928.8335,1.148980576E7,TG 56:4,,true,true,false,
+,17.675,921.73712,9866.095582,,,false,false,,
-,17.676,877.79181,7219.224291,,,false,false,,
+,17.677,620.67126,31586.03339,,,false,false,,
-,17.679,1250.96606,6387.023742,,,false,false,,
+,17.681,1019.95135,141579.6111,,,false,false,,
+,17.681,576.57251,46101.44278,,,false,false,,
+,17.684,689.56372,183452.3421,,,false,false,,
+,17.685,668.63397,375334.6658,CE 18:1,,true,true,false,
+,17.686,1012.92676,18838.42427,,,false,false,,
+,17.687,673.58936,495036.5489,,,true,false,,
-,17.688,1140.85535,21873.03113,,,false,false,,
+,17.689,1012.87872,40679.65121,,,false,false,,
+,17.69,655.56476,37591.18444,,,false,false,,
+,17.693,369.35126,2599828.36,,,true,false,,
+,17.694,674.51221,115535.695,,,false,false,,
-,17.695,814.8028,7667.410237,,,false,false,,
-,17.695,945.77008,4330.077306,,,false,false,,
-,17.697,874.82507,267980.7798,,,true,false,,
-,17.697,1058.85327,180731.3822,,,true,false,,
-,17.698,850.78137,9017.368838,,,false,false,,
-,17.699,1290.00281,3241.583664,,,false,false,,
+,17.699,637.55621,17015.54461,,,false,false,,
+,17.7,548.54071,77790.96632,,,false,false,,
-,17.703,1048.86914,6596.608969,,,false,false,,
+,17.704,648.7019,125914.8935,,,false,false,,
+,17.707,649.51874,23927.48137,,,false,false,,
+,17.709,694.65033,130636.2484,,,false,false,,
+,17.709,452.27698,52941.58313,,,false,false,,
+,17.713,734.81281,38613.89839,,,false,false,,
+,17.719,699.60553,236559.1964,,,false,false,,
-,17.72,972.78619,7336.005158,,,false,false,,
+,17.721,715.57898,69478.85143,,,false,false,,
+,17.726,1154.94568,27162.37678,,,false,false,,
-,17.728,1084.8689,234509.3966,,,true,false,,
-,17.729,1224.953,51431.02545,,,false,false,,
-,17.733,1417.06494,8546.362,,,false,false,,
-,17.737,1166.87354,21603.27685,,,false,false,,
+,17.737,566.62378,43474.18036,,,false,false,,
+,17.744,647.57513,27793.19505,,,false,false,,
+,17.751,634.6499,43187.63065,,,false,false,,
+,17.751,1108.86572,17432.99979,,,false,false,,
+,17.752,700.5285,157485.7346,,,false,false,,
+,17.753,769.8288,10949.83718,,,false,false,,
+,17.754,834.79114,1311577.116,,,true,false,,
+,17.76,500.27679,78537.32689,,,false,false,,
+,17.764,478.29269,36888.66042,,,false,false,,
-,17.766,1391.05078,10878.38488,,,false,false,,
-,17.773,1248.8728,3121.165478,,,false,false,,
-,17.775,964.89301,4944.066577,,,false,false,,
+,17.776,980.86432,2873027.954,TG 60:6,,true,true,false,
+,17.777,725.62097,355390.7312,,,false,false,,
+,17.777,720.66583,157631.374,CE 22:3,,false,false,false,
+,17.778,904.86761,12589.86161,,,false,false,,
+,17.782,991.81128,14803.53635,,,false,false,,
-,17.783,1292.87183,3748.480761,,,false,false,,
+,17.783,817.7652,169696.4571,,,false,false,,
-,17.788,1263.9718,69757.22989,,,true,false,,
+,17.789,1050.94922,12086.69585,,,false,false,,
+,17.79,741.59503,144841.3303,,,false,false,,
+,17.794,535.50873,880558.4203,,,true,false,,
+,17.796,813.73096,928223.4748,,,true,false,,
+,17.798,954.84827,6782009.402,TG 58:5,,true,true,false,
+,17.798,829.70502,350032.0381,,,false,false,,
+,17.799,1018.76501,9011.566071,,,false,false,,
+,17.8,791.74957,181670.6172,,,false,false,,
-,17.803,1262.96875,143232.7509,,,true,false,,
-,17.803,971.78699,11598.70368,,,false,false,,
+,17.803,959.80426,1811801.084,TG 58:5,,true,true,true,
+,17.804,808.776,1633036.199,,,true,false,,
+,17.806,523.47186,53024.2298,,,false,false,,
+,17.807,878.8548,18225.47146,,,false,false,,
+,17.808,617.55121,99732.31614,,,false,false,,
+,17.809,568.34003,243507.1256,,,false,false,,
-,17.81,1096.86963,7716.233426,,,false,false,,
+,17.812,1041.8042,24736.00384,,,false,false,,
+,17.82,937.76331,833996.5731,,,false,false,,
+,17.821,995.875,768455.1075,,,false,false,,
+,17.824,653.55011,52172.31704,,,false,false,,
+,17.825,751.63531,67167.63803,,,false,false,,
+,17.826,921.78864,1302614.025,,,false,false,,
+,17.828,860.80719,1716620.026,Alkenyl-TG P-52:2,,true,true,false,
+,17.828,938.76575,426127.6261,,,false,false,,
+,17.828,587.5401,168597.441,,,false,false,,
+,17.829,865.76215,790161.7325,,,false,false,,
+,17.83,988.87091,52876.61309,,,false,false,,
+,17.835,561.52448,646826.2013,,,false,false,,
+,17.836,803.69006,94109.52914,,,false,false,,
+,17.838,481.46146,116122.7058,,,false,false,,
+,17.838,765.73273,54460.25061,,,false,false,,
-,17.839,1344.97314,18595.17468,,,false,false,,
+,17.839,509.49283,419241.1195,,,false,false,,
+,17.839,843.78131,113661.0895,,,false,false,,
+,17.84,782.75989,361603.2212,,,false,false,,
-,17.841,1200.95203,5854.840441,,,false,false,,
+,17.842,890.81732,1.050300434E7,TG 53:2,,true,true,false,
+,17.845,895.77252,2869462.326,TG 53:2,,true,true,true,
+,17.845,993.82544,21082.03282,,,false,false,,
+,17.846,787.71533,290738.7928,,,false,false,,
+,17.847,572.37115,441172.414,LysoPC 22:4,,false,false,false,
+,17.848,911.74658,1683002.363,,,true,false,,
+,17.851,591.53534,227278.9134,,,false,false,,
+,17.852,589.51953,45164.66325,,,false,false,,
-,17.854,1174.93799,47845.92038,,,false,false,,
+,17.856,746.68152,62597.86692,,,false,false,,
-,17.861,1230.90979,13112.17303,,,false,false,,
+,17.861,834.79169,2110069.778,Alkenyl-TG P-50:1,,true,true,false,
+,17.863,851.74597,16774.95083,,,false,false,,
-,17.866,946.88055,12939.02201,,,false,false,,
-,17.867,820.77734,4430.643587,,,false,false,,
+,17.867,864.80182,5932083.56,TG 51:1,,true,true,false,
+,17.868,869.75696,1562293.531,TG 16:0_17:0_18:1,,true,true,true,
+,17.868,991.74902,11409.4488,,,false,false,,
+,17.869,839.7467,1044751.745,,,true,false,,
+,17.869,508.34027,59033.07243,,,false,false,,
+,17.869,935.88251,42373.91741,,,false,false,,
+,17.87,885.73102,871890.51,,,true,false,,
+,17.871,767.61182,51717.99729,,,false,false,,
-,17.872,945.87006,18437.36976,,,false,false,,
+,17.874,881.73987,83367.86798,,,false,false,,
+,17.874,907.83154,82768.82418,,,false,false,,
+,17.881,482.32346,44729.87842,,,false,false,,
+,17.882,855.71991,384712.588,,,false,false,,
+,17.882,563.50623,56112.94582,,,false,false,,
-,17.883,1175.94153,17525.64571,,,false,false,,
-,17.888,833.83484,58458.22654,,,false,false,,
-,17.889,956.86554,4598.924733,,,false,false,,
+,17.891,859.71558,114968.9854,,,false,false,,
+,17.892,838.78674,877867.2625,TG 49:0,,true,true,false,
+,17.892,843.74188,240377.7469,,,false,false,,
+,17.892,580.63965,106978.4401,,,false,false,,
+,17.893,992.7486,11330.28758,,,false,false,,
+,17.893,537.48749,10872.71918,,,false,false,,
+,17.894,860.72339,53987.99417,,,false,false,,
+,17.895,1006.87976,1620150.212,,,true,false,,
-,17.897,1186.9176,25659.4831,,,false,false,,
-,17.897,1274.88428,5738.326296,,,false,false,,
+,17.897,844.74561,97588.614,,,false,false,,
+,17.9,947.80383,256325.1977,,,false,false,,
+,17.901,1005.8775,1380851.007,,,false,false,,
-,17.902,966.8894,9810.946009,,,false,false,,
+,17.907,1047.90576,296720.8458,,,false,false,,
+,17.907,820.77582,16765.36103,,,false,false,,
+,17.914,1011.83618,482501.7255,,,false,false,,
+,17.919,738.54419,123956.4804,,,false,false,,
-,17.92,1122.88501,150797.0068,,,true,false,,
-,17.921,1204.88965,18122.80774,,,false,false,,
+,17.923,565.55591,133952.3914,,,false,false,,
+,17.924,1027.80994,389130.836,,,false,false,,
-,17.925,1469.12097,4428.039756,,,false,false,,
+,17.929,1146.87976,26569.04489,,,false,false,,
+,17.93,980.86432,2797697.347,TG 60:6,,true,true,false,
+,17.931,923.74548,266736.0403,,,false,false,,
+,17.931,748.52716,15913.1051,,,false,false,,
+,17.934,1021.89142,455894.5433,,,false,false,,
+,17.934,1001.79352,354090.9765,,,false,false,,
+,17.934,1022.89221,197230.6701,,,false,false,,
-,17.936,930.8501,21102.54648,,,false,false,,
-,17.936,1286.89233,4536.631976,,,false,false,,
-,17.938,870.83081,6418.17039,,,false,false,,
-,17.94,997.79962,7486.608739,,,false,false,,
-,17.941,940.87177,142467.9174,,,true,false,,
+,17.942,1050.94922,18564.63831,,,false,false,,
+,17.945,985.82031,475169.7379,TG 60:6,,true,true,true,
+,17.945,1019.88232,239263.3118,,,false,false,,
+,17.948,1187.91711,31226.90107,,,false,false,,
-,17.954,1258.87634,15780.49525,,,false,false,,
+,17.954,936.83917,371047.8792,,,false,false,,
+,17.956,780.57965,24401.5095,,,false,false,,
-,17.957,745.78198,96539.68855,,,false,false,,
+,17.957,772.69727,264615.3142,,,false,false,,
+,17.957,977.86578,83237.97461,,,false,false,,
+,17.957,616.60309,67281.63784,,,false,false,,
+,17.958,941.79333,159989.1207,,,false,false,,
+,17.96,1009.89734,200669.4786,,,false,false,,
+,17.962,793.62683,137721.7109,,,false,false,,
+,17.962,1185.90027,57818.83455,,,false,false,,
+,17.962,858.79779,15723.00581,,,false,false,,
-,17.963,1340.87964,7323.354287,,,false,false,,
+,17.963,777.65228,119219.9362,,,false,false,,
-,17.965,1040.83691,7561.035524,,,false,false,,
+,17.965,679.5661,11443.49541,,,false,false,,
+,17.966,776.55957,741036.6288,PE O-40:6,,true,false,false,
-,17.967,914.8573,200199.1099,,,true,false,,
-,17.967,890.81085,7952.538613,,,false,false,,
+,17.968,526.29285,511635.5498,LysoPE 22:6,,true,true,false,
+,17.969,385.27353,87397.22453,,,false,false,,
+,17.969,1056.89819,20041.95026,,,false,false,,
-,17.97,1406.91614,18981.5526,,,false,false,,
-,17.972,1160.90039,1223055.29,,,true,false,,
+,17.973,1182.87891,165681.1498,,,false,false,,
+,17.974,798.54071,14666.56063,,,false,false,,
-,17.975,978.76508,13860.82528,,,false,false,,
+,17.975,950.85553,143063.3406,,,false,false,,
+,17.975,637.55591,14527.00436,,,false,false,,
-,17.976,1242.90295,190206.2939,,,true,false,,
-,17.976,1324.90515,34066.65836,,,false,false,,
+,17.976,1154.94556,10881.10487,,,false,false,,
+,17.978,1014.88904,43212.17554,,,false,false,,
+,17.98,566.55957,24655.85212,,,false,false,,
+,17.981,951.85016,114215.2785,,,false,false,,
+,17.985,921.73364,15447.31074,,,false,false,,
+,17.99,910.82373,578184.8826,,,true,false,,
-,17.992,1393.06494,26368.48148,,,false,false,,
-,17.992,867.64227,21550.16488,,,false,false,,
-,17.995,1399.88721,11285.07506,,,false,false,,
+,17.995,721.50763,17855.30468,,,false,false,,
-,17.996,1316.87915,19378.97902,,,false,false,,
+,17.996,389.30493,143159.5064,,,false,false,,
+,17.996,1038.85278,77096.53758,,,false,false,,
+,17.998,1054.82922,60378.90581,,,false,false,,
+,17.999,774.54181,36247.81431,,,false,false,,
+,18.0,931.75323,173535.3847,,,false,false,,
+,18.001,1037.85046,80524.49958,,,false,false,,
+,18.002,1099.93787,14027.43366,,,false,false,,
-,18.003,1317.88354,22530.52824,,,false,false,,
-,18.005,1319.89197,11050.85614,,,false,false,,
+,18.005,973.82117,134649.235,,,false,false,,
+,18.005,1073.92188,72507.40166,,,false,false,,
+,18.005,1176.8656,32826.03725,,,false,false,,
+,18.006,530.32458,1024186.905,LysoPE 22:4,,true,true,false,
+,18.006,552.30688,29645.07555,,,false,false,,
-,18.007,1382.90686,23505.008,,,false,false,,
+,18.007,598.38776,41976.51645,,,false,false,,
-,18.008,1098.88721,20965.99089,,,false,false,,
-,18.01,1398.88123,7380.138405,,,false,false,,
-,18.013,1235.88013,14009.08463,,,false,false,,
-,18.013,832.77789,7159.12385,,,false,false,,
-,18.013,1341.88354,2599.6328,,,false,false,,
-,18.014,1383.91016,14043.00505,,,false,false,,
-,18.014,1346.98901,9357.874563,,,false,false,,
+,18.014,772.27594,7564.754402,,,false,false,,
-,18.016,1294.88733,18934.39135,,,false,false,,
-,18.017,1220.90955,42353.71472,,,false,false,,
-,18.017,1194.85596,40999.65132,,,false,false,,
-,18.017,1458.89453,3897.328787,,,false,false,,
+,18.017,1162.90515,42631.83717,,,false,false,,
+,18.017,1079.84058,19897.4271,,,false,false,,
-,18.018,1464.91211,4862.349286,,,false,false,,
+,18.018,752.55927,931442.9924,PE O-38:4,,true,false,false,
+,18.018,1063.86731,28937.79981,,,false,false,,
+,18.022,751.56567,359693.2842,,,false,false,,
+,18.025,520.50922,12106.38965,,,false,false,,
+,18.026,810.75525,8804.745584,,,false,false,,
+,18.031,947.80383,156893.0598,,,false,false,,
-,18.034,1367.05042,27289.06755,,,false,false,,
-,18.034,1476.10229,10007.13476,,,false,false,,
+,18.034,1058.9115,208718.4984,,,false,false,,
-,18.035,1276.86414,5848.894313,,,false,false,,
-,18.042,1236.81445,5405.958956,,,false,false,,
+,18.042,993.82422,11743.46432,,,false,false,,
-,18.043,1188.94727,14626.36315,,,true,false,,
-,18.045,850.82513,7165.507446,,,false,false,,
+,18.047,819.6427,35810.20926,,,false,false,,
+,18.047,803.66937,20025.17998,,,false,false,,
